ano,epiweek,casos,territory_name
2013,44,58,Minas Gerais
2013,45,53,Minas Gerais
2013,46,54,Minas Gerais
2013,47,38,Minas Gerais
2013,48,34,Minas Gerais
2013,49,30,Minas Gerais
2013,50,27,Minas Gerais
2013,51,21,Minas Gerais
2013,52,27,Minas Gerais
2013,1,1,Espírito Santo
2013,2,0,Espírito Santo
2013,3,0,Espírito Santo
2013,4,0,Espírito Santo
2013,5,0,Espírito Santo
2013,6,0,Espírito Santo
2013,7,0,Espírito Santo
2013,8,0,Espírito Santo
2013,9,0,Espírito Santo
2013,10,0,Espírito Santo
2013,11,0,Espírito Santo
2013,12,0,Espírito Santo
2013,13,0,Espírito Santo
2013,14,0,Espírito Santo
2013,15,0,Espírito Santo
2013,16,2,Espírito Santo
2013,17,1,Espírito Santo
2013,18,0,Espírito Santo
2013,19,2,Espírito Santo
2013,20,1,Espírito Santo
2013,21,5,Espírito Santo
2013,22,5,Espírito Santo
2013,23,5,Espírito Santo
2013,24,7,Espírito Santo
2013,25,5,Espírito Santo
2013,26,4,Espírito Santo
2013,27,7,Espírito Santo
2013,28,6,Espírito Santo
2013,29,7,Espírito Santo
2013,30,6,Espírito Santo
2013,31,11,Espírito Santo
2013,32,10,Espírito Santo
2013,33,3,Espírito Santo
2013,34,4,Espírito Santo
2013,35,3,Espírito Santo
2013,36,2,Espírito Santo
2013,37,1,Espírito Santo
2013,38,5,Espírito Santo
2013,39,5,Espírito Santo
2013,40,0,Espírito Santo
2013,41,3,Espírito Santo
2013,42,1,Espírito Santo
2013,43,3,Espírito Santo
2013,44,2,Espírito Santo
2013,45,1,Espírito Santo
2013,46,3,Espírito Santo
2013,47,1,Espírito Santo
2013,48,1,Espírito Santo
2013,49,1,Espírito Santo
2013,50,1,Espírito Santo
2013,51,2,Espírito Santo
2013,52,2,Espírito Santo
2013,1,0,Rio de Janeiro
2013,2,1,Rio de Janeiro
2013,3,2,Rio de Janeiro
2013,4,5,Rio de Janeiro
2013,5,3,Rio de Janeiro
2013,6,1,Rio de Janeiro
2013,7,2,Rio de Janeiro
2013,8,4,Rio de Janeiro
2013,9,0,Rio de Janeiro
2013,10,1,Rio de Janeiro
2013,11,6,Rio de Janeiro
2013,12,6,Rio de Janeiro
2013,13,10,Rio de Janeiro
2013,14,12,Rio de Janeiro
2013,15,17,Rio de Janeiro
2013,16,15,Rio de Janeiro
2013,17,12,Rio de Janeiro
2013,18,13,Rio de Janeiro
2013,19,15,Rio de Janeiro
2013,20,13,Rio de Janeiro
2013,21,26,Rio de Janeiro
2013,22,31,Rio de Janeiro
2013,23,41,Rio de Janeiro
2013,24,39,Rio de Janeiro
2013,25,30,Rio de Janeiro
2013,26,23,Rio de Janeiro
2013,27,23,Rio de Janeiro
2013,28,31,Rio de Janeiro
2013,29,34,Rio de Janeiro
2013,30,28,Rio de Janeiro
2013,31,31,Rio de Janeiro
2013,32,24,Rio de Janeiro
2013,33,20,Rio de Janeiro
2013,34,15,Rio de Janeiro
2013,35,22,Rio de Janeiro
2013,36,10,Rio de Janeiro
2013,37,11,Rio de Janeiro
2013,38,11,Rio de Janeiro
2013,39,9,Rio de Janeiro
2013,40,9,Rio de Janeiro
2013,41,15,Rio de Janeiro
2013,42,9,Rio de Janeiro
2013,43,9,Rio de Janeiro
2013,44,5,Rio de Janeiro
2013,45,9,Rio de Janeiro
2013,46,9,Rio de Janeiro
2013,47,10,Rio de Janeiro
2013,48,4,Rio de Janeiro
2013,49,7,Rio de Janeiro
2013,50,6,Rio de Janeiro
2013,51,2,Rio de Janeiro
2013,52,5,Rio de Janeiro
2013,1,19,São Paulo
2013,2,11,São Paulo
2013,3,15,São Paulo
2013,4,20,São Paulo
2013,5,21,São Paulo
2013,6,15,São Paulo
2013,7,18,São Paulo
2013,8,21,São Paulo
2013,9,17,São Paulo
2013,10,22,São Paulo
2013,11,37,São Paulo
2013,12,35,São Paulo
2013,13,65,São Paulo
2013,14,88,São Paulo
2013,15,162,São Paulo
2013,16,242,São Paulo
2013,17,367,São Paulo
2013,18,400,São Paulo
2013,19,390,São Paulo
2013,20,469,São Paulo
2013,21,562,São Paulo
2013,22,590,São Paulo
2013,23,646,São Paulo
2013,24,645,São Paulo
2013,25,533,São Paulo
2013,26,461,São Paulo
2013,27,472,São Paulo
2013,28,357,São Paulo
2013,29,290,São Paulo
2013,30,231,São Paulo
2013,31,252,São Paulo
2013,32,203,São Paulo
2013,33,179,São Paulo
2013,34,180,São Paulo
2013,35,147,São Paulo
2013,36,124,São Paulo
2013,37,115,São Paulo
2013,38,80,São Paulo
2013,39,75,São Paulo
2013,40,72,São Paulo
2013,41,84,São Paulo
2013,42,66,São Paulo
2013,43,49,São Paulo
2013,44,68,São Paulo
2013,45,53,São Paulo
2013,46,46,São Paulo
2013,47,48,São Paulo
2013,48,29,São Paulo
2013,49,44,São Paulo
2013,50,41,São Paulo
2013,51,26,São Paulo
2013,52,35,São Paulo
2013,1,12,Paraná
2013,2,14,Paraná
2013,3,1,Paraná
2013,4,6,Paraná
2013,5,4,Paraná
2013,6,8,Paraná
2013,7,7,Paraná
2013,8,15,Paraná
2013,9,18,Paraná
2013,10,17,Paraná
2013,11,20,Paraná
2013,12,22,Paraná
2013,13,18,Paraná
2013,14,33,Paraná
2013,15,47,Paraná
2013,16,65,Paraná
2013,17,73,Paraná
2013,18,70,Paraná
2013,19,80,Paraná
2013,20,112,Paraná
2013,21,118,Paraná
2013,22,140,Paraná
2013,23,168,Paraná
2013,24,170,Paraná
2013,25,186,Paraná
2013,26,200,Paraná
2013,27,252,Paraná
2013,28,240,Paraná
2013,29,206,Paraná
2013,30,162,Paraná
2013,31,132,Paraná
2013,32,146,Paraná
2013,33,98,Paraná
2013,34,113,Paraná
2013,35,86,Paraná
2013,36,91,Paraná
2013,37,73,Paraná
2013,38,51,Paraná
2013,39,40,Paraná
2013,40,37,Paraná
2013,41,47,Paraná
2013,42,46,Paraná
2013,43,36,Paraná
2013,44,14,Paraná
2013,45,21,Paraná
2013,46,23,Paraná
2013,47,24,Paraná
2013,48,20,Paraná
2013,49,15,Paraná
2013,50,9,Paraná
2013,51,5,Paraná
2013,52,7,Paraná
2013,1,2,Santa Catarina
2013,2,2,Santa Catarina
2013,3,4,Santa Catarina
2013,4,7,Santa Catarina
2013,5,5,Santa Catarina
2013,6,4,Santa Catarina
2013,7,8,Santa Catarina
2013,8,4,Santa Catarina
2013,9,7,Santa Catarina
2013,10,5,Santa Catarina
2013,11,9,Santa Catarina
2013,12,10,Santa Catarina
2013,13,11,Santa Catarina
2013,14,19,Santa Catarina
2013,15,30,Santa Catarina
2013,16,33,Santa Catarina
2013,17,38,Santa Catarina
2013,18,69,Santa Catarina
2013,19,84,Santa Catarina
2013,20,91,Santa Catarina
2013,21,96,Santa Catarina
2013,22,92,Santa Catarina
2013,23,84,Santa Catarina
2013,24,89,Santa Catarina
2013,25,79,Santa Catarina
2013,26,70,Santa Catarina
2013,27,88,Santa Catarina
2013,28,78,Santa Catarina
2013,29,111,Santa Catarina
2013,30,108,Santa Catarina
2013,31,112,Santa Catarina
2013,32,97,Santa Catarina
2013,33,66,Santa Catarina
2013,34,80,Santa Catarina
2013,35,62,Santa Catarina
2013,36,54,Santa Catarina
2013,37,52,Santa Catarina
2013,38,32,Santa Catarina
2013,39,35,Santa Catarina
2013,40,32,Santa Catarina
2013,41,23,Santa Catarina
2013,42,24,Santa Catarina
2013,43,11,Santa Catarina
2013,44,11,Santa Catarina
2013,45,16,Santa Catarina
2013,46,15,Santa Catarina
2013,47,11,Santa Catarina
2013,48,6,Santa Catarina
2013,49,13,Santa Catarina
2013,50,6,Santa Catarina
2013,51,5,Santa Catarina
2013,52,2,Santa Catarina
2013,1,7,Rio Grande do Sul
2013,2,5,Rio Grande do Sul
2013,3,6,Rio Grande do Sul
2013,4,2,Rio Grande do Sul
2013,5,3,Rio Grande do Sul
2013,6,2,Rio Grande do Sul
2013,7,7,Rio Grande do Sul
2013,8,3,Rio Grande do Sul
2013,9,3,Rio Grande do Sul
2013,10,6,Rio Grande do Sul
2013,11,14,Rio Grande do Sul
2013,12,15,Rio Grande do Sul
2013,13,11,Rio Grande do Sul
2013,14,23,Rio Grande do Sul
2013,15,34,Rio Grande do Sul
2013,16,61,Rio Grande do Sul
2013,17,48,Rio Grande do Sul
2013,18,74,Rio Grande do Sul
2013,19,63,Rio Grande do Sul
2013,20,85,Rio Grande do Sul
2013,21,95,Rio Grande do Sul
2013,22,97,Rio Grande do Sul
2013,23,122,Rio Grande do Sul
2013,24,124,Rio Grande do Sul
2013,25,131,Rio Grande do Sul
2013,26,143,Rio Grande do Sul
2013,27,148,Rio Grande do Sul
2013,28,138,Rio Grande do Sul
2013,29,123,Rio Grande do Sul
2013,30,107,Rio Grande do Sul
2013,31,102,Rio Grande do Sul
2013,32,69,Rio Grande do Sul
2013,33,70,Rio Grande do Sul
2013,34,70,Rio Grande do Sul
2013,35,62,Rio Grande do Sul
2013,36,59,Rio Grande do Sul
2013,37,28,Rio Grande do Sul
2013,38,25,Rio Grande do Sul
2013,39,21,Rio Grande do Sul
2013,40,28,Rio Grande do Sul
2013,41,30,Rio Grande do Sul
2013,42,26,Rio Grande do Sul
2013,43,16,Rio Grande do Sul
2013,44,22,Rio Grande do Sul
2013,45,9,Rio Grande do Sul
2013,46,14,Rio Grande do Sul
2013,47,14,Rio Grande do Sul
2013,48,13,Rio Grande do Sul
2013,49,10,Rio Grande do Sul
2013,50,6,Rio Grande do Sul
2013,51,9,Rio Grande do Sul
2013,52,7,Rio Grande do Sul
2013,1,1,Mato Grosso do Sul
2013,2,3,Mato Grosso do Sul
2013,3,2,Mato Grosso do Sul
2013,4,0,Mato Grosso do Sul
2013,5,1,Mato Grosso do Sul
2013,6,1,Mato Grosso do Sul
2013,7,1,Mato Grosso do Sul
2013,8,0,Mato Grosso do Sul
2013,9,0,Mato Grosso do Sul
2013,10,1,Mato Grosso do Sul
2013,11,1,Mato Grosso do Sul
2013,12,2,Mato Grosso do Sul
2013,13,5,Mato Grosso do Sul
2013,14,6,Mato Grosso do Sul
2013,15,9,Mato Grosso do Sul
2013,16,10,Mato Grosso do Sul
2013,17,1,Mato Grosso do Sul
2013,18,5,Mato Grosso do Sul
2013,19,6,Mato Grosso do Sul
2013,20,8,Mato Grosso do Sul
2013,21,14,Mato Grosso do Sul
2013,22,15,Mato Grosso do Sul
2013,23,29,Mato Grosso do Sul
2013,24,32,Mato Grosso do Sul
2013,25,27,Mato Grosso do Sul
2013,26,31,Mato Grosso do Sul
2013,27,44,Mato Grosso do Sul
2013,28,39,Mato Grosso do Sul
2013,29,27,Mato Grosso do Sul
2013,30,27,Mato Grosso do Sul
2013,31,25,Mato Grosso do Sul
2013,32,17,Mato Grosso do Sul
2013,33,12,Mato Grosso do Sul
2013,34,10,Mato Grosso do Sul
2013,35,5,Mato Grosso do Sul
2013,36,12,Mato Grosso do Sul
2013,37,8,Mato Grosso do Sul
2013,38,4,Mato Grosso do Sul
2013,39,4,Mato Grosso do Sul
2013,40,6,Mato Grosso do Sul
2013,41,4,Mato Grosso do Sul
2013,42,4,Mato Grosso do Sul
2013,43,0,Mato Grosso do Sul
2013,44,1,Mato Grosso do Sul
2013,45,1,Mato Grosso do Sul
2013,46,4,Mato Grosso do Sul
2013,47,3,Mato Grosso do Sul
2013,48,0,Mato Grosso do Sul
2013,49,2,Mato Grosso do Sul
2013,50,2,Mato Grosso do Sul
2013,51,2,Mato Grosso do Sul
2013,52,0,Mato Grosso do Sul
2013,1,0,Mato Grosso
2013,2,1,Mato Grosso
2013,3,0,Mato Grosso
2013,4,0,Mato Grosso
2013,5,0,Mato Grosso
2013,6,0,Mato Grosso
2013,7,1,Mato Grosso
2013,8,1,Mato Grosso
2013,9,2,Mato Grosso
2013,10,0,Mato Grosso
2013,11,1,Mato Grosso
2013,12,2,Mato Grosso
2013,13,0,Mato Grosso
2013,14,0,Mato Grosso
2013,15,1,Mato Grosso
2013,16,0,Mato Grosso
2013,17,0,Mato Grosso
2013,18,0,Mato Grosso
2013,19,0,Mato Grosso
2013,20,1,Mato Grosso
2013,21,0,Mato Grosso
2013,22,2,Mato Grosso
2013,23,1,Mato Grosso
2013,24,2,Mato Grosso
2013,25,2,Mato Grosso
2013,26,0,Mato Grosso
2013,27,0,Mato Grosso
2013,28,2,Mato Grosso
2013,29,0,Mato Grosso
2013,30,2,Mato Grosso
2013,31,1,Mato Grosso
2013,32,2,Mato Grosso
2013,33,0,Mato Grosso
2013,34,1,Mato Grosso
2013,35,0,Mato Grosso
2013,36,0,Mato Grosso
2013,37,1,Mato Grosso
2013,38,0,Mato Grosso
2013,39,0,Mato Grosso
2013,40,0,Mato Grosso
2013,41,0,Mato Grosso
2013,42,0,Mato Grosso
2013,43,0,Mato Grosso
2013,44,0,Mato Grosso
2013,45,0,Mato Grosso
2013,46,0,Mato Grosso
2013,47,0,Mato Grosso
2013,48,0,Mato Grosso
2013,49,0,Mato Grosso
2013,50,0,Mato Grosso
2013,51,1,Mato Grosso
2013,52,1,Mato Grosso
2013,1,0,Goiás
2013,2,3,Goiás
2013,3,2,Goiás
2013,4,1,Goiás
2013,5,3,Goiás
2013,6,4,Goiás
2013,7,4,Goiás
2013,8,6,Goiás
2013,9,6,Goiás
2013,10,2,Goiás
2013,11,2,Goiás
2013,12,1,Goiás
2013,13,4,Goiás
2013,14,2,Goiás
2013,15,6,Goiás
2013,16,4,Goiás
2013,17,9,Goiás
2013,18,1,Goiás
2013,19,7,Goiás
2013,20,14,Goiás
2013,21,8,Goiás
2013,22,9,Goiás
2013,23,6,Goiás
2013,24,7,Goiás
2013,25,8,Goiás
2013,26,4,Goiás
2013,27,13,Goiás
2013,28,12,Goiás
2013,29,17,Goiás
2013,30,9,Goiás
2013,31,12,Goiás
2013,32,11,Goiás
2013,33,10,Goiás
2013,34,4,Goiás
2013,35,8,Goiás
2013,36,12,Goiás
2013,37,8,Goiás
2013,38,12,Goiás
2013,39,6,Goiás
2013,40,5,Goiás
2013,41,9,Goiás
2013,42,11,Goiás
2013,43,20,Goiás
2013,44,10,Goiás
2013,45,9,Goiás
2013,46,8,Goiás
2013,47,2,Goiás
2013,48,3,Goiás
2013,49,5,Goiás
2013,50,7,Goiás
2013,51,5,Goiás
2013,52,2,Goiás
2013,1,3,Distrito Federal
2013,2,2,Distrito Federal
2013,3,1,Distrito Federal
2013,4,1,Distrito Federal
2013,5,3,Distrito Federal
2013,6,4,Distrito Federal
2013,7,0,Distrito Federal
2013,8,0,Distrito Federal
2013,9,3,Distrito Federal
2013,10,8,Distrito Federal
2013,11,6,Distrito Federal
2013,12,4,Distrito Federal
2013,13,3,Distrito Federal
2013,14,4,Distrito Federal
2013,15,4,Distrito Federal
2013,16,5,Distrito Federal
2013,17,6,Distrito Federal
2013,18,8,Distrito Federal
2013,19,10,Distrito Federal
2013,20,4,Distrito Federal
2013,21,11,Distrito Federal
2013,22,13,Distrito Federal
2013,23,11,Distrito Federal
2013,24,13,Distrito Federal
2013,25,7,Distrito Federal
2013,26,8,Distrito Federal
2013,27,6,Distrito Federal
2013,28,8,Distrito Federal
2013,29,9,Distrito Federal
2013,30,8,Distrito Federal
2013,31,5,Distrito Federal
2013,32,7,Distrito Federal
2013,33,6,Distrito Federal
2013,34,8,Distrito Federal
2013,35,5,Distrito Federal
2013,36,6,Distrito Federal
2013,37,6,Distrito Federal
2013,38,2,Distrito Federal
2013,39,1,Distrito Federal
2013,40,2,Distrito Federal
2013,41,1,Distrito Federal
2013,42,1,Distrito Federal
2013,43,0,Distrito Federal
2013,44,3,Distrito Federal
2013,45,0,Distrito Federal
2013,46,1,Distrito Federal
2013,47,1,Distrito Federal
2013,48,3,Distrito Federal
2013,49,0,Distrito Federal
2013,50,1,Distrito Federal
2013,51,3,Distrito Federal
2013,52,2,Distrito Federal
2014,1,0,Rondônia
2014,2,0,Rondônia
2014,3,0,Rondônia
2014,4,0,Rondônia
2014,5,0,Rondônia
2014,6,1,Rondônia
2014,7,1,Rondônia
2014,8,0,Rondônia
2014,9,2,Rondônia
2014,10,0,Rondônia
2014,11,5,Rondônia
2014,12,1,Rondônia
2014,13,4,Rondônia
2014,14,5,Rondônia
2014,15,0,Rondônia
2014,16,2,Rondônia
2014,17,4,Rondônia
2014,18,6,Rondônia
2014,19,6,Rondônia
2014,20,2,Rondônia
2014,21,3,Rondônia
2014,22,7,Rondônia
2014,23,11,Rondônia
2014,24,7,Rondônia
2014,25,13,Rondônia
2014,26,3,Rondônia
2014,27,0,Rondônia
2014,28,2,Rondônia
2014,29,1,Rondônia
2014,30,1,Rondônia
2014,31,0,Rondônia
2014,32,0,Rondônia
2014,33,0,Rondônia
2014,34,0,Rondônia
2014,35,0,Rondônia
2014,36,0,Rondônia
2014,37,0,Rondônia
2014,38,1,Rondônia
2014,39,0,Rondônia
2014,40,0,Rondônia
2014,41,0,Rondônia
2014,42,2,Rondônia
2014,43,0,Rondônia
2014,44,1,Rondônia
2014,45,0,Rondônia
2014,46,0,Rondônia
2014,47,0,Rondônia
2014,48,1,Rondônia
2014,49,1,Rondônia
2014,50,0,Rondônia
2014,51,0,Rondônia
2014,52,0,Rondônia
2014,53,0,Rondônia
2014,1,2,Acre
2014,2,0,Acre
2014,3,1,Acre
2014,4,0,Acre
2014,5,0,Acre
2014,6,2,Acre
2014,7,3,Acre
2014,8,6,Acre
2014,9,4,Acre
2014,10,4,Acre
2014,11,2,Acre
2014,12,3,Acre
2014,13,3,Acre
2014,14,5,Acre
2014,15,2,Acre
2014,16,2,Acre
2014,17,3,Acre
2014,18,2,Acre
2014,19,5,Acre
2014,20,9,Acre
2014,21,0,Acre
2014,22,1,Acre
2014,23,1,Acre
2014,24,5,Acre
2014,25,2,Acre
2014,26,2,Acre
2014,27,0,Acre
2014,28,4,Acre
2014,29,2,Acre
2014,30,3,Acre
2014,31,3,Acre
2014,32,0,Acre
2014,33,2,Acre
2014,34,1,Acre
2014,35,0,Acre
2014,36,0,Acre
2014,37,1,Acre
2014,38,0,Acre
2014,39,1,Acre
2014,40,0,Acre
2014,41,1,Acre
2014,42,2,Acre
2014,43,1,Acre
2014,44,2,Acre
2014,45,3,Acre
2014,46,1,Acre
2014,47,3,Acre
2014,48,3,Acre
2014,49,6,Acre
2014,50,7,Acre
2014,51,6,Acre
2014,52,4,Acre
2014,53,0,Acre
2014,1,0,Amazonas
2014,2,0,Amazonas
2014,3,0,Amazonas
2014,4,0,Amazonas
2014,5,0,Amazonas
2014,6,0,Amazonas
2014,7,0,Amazonas
2014,8,1,Amazonas
2014,9,0,Amazonas
2014,10,0,Amazonas
2014,11,1,Amazonas
2014,12,1,Amazonas
2014,13,1,Amazonas
2014,14,0,Amazonas
2014,15,4,Amazonas
2014,16,3,Amazonas
2014,17,4,Amazonas
2014,18,2,Amazonas
2014,19,2,Amazonas
2014,20,5,Amazonas
2014,21,2,Amazonas
2014,22,6,Amazonas
2014,23,5,Amazonas
2014,24,3,Amazonas
2014,25,7,Amazonas
2014,26,0,Amazonas
2014,27,3,Amazonas
2014,28,1,Amazonas
2014,29,1,Amazonas
2014,30,1,Amazonas
2014,31,0,Amazonas
2014,32,0,Amazonas
2014,33,0,Amazonas
2014,34,1,Amazonas
2014,35,0,Amazonas
2014,36,0,Amazonas
2014,37,0,Amazonas
2014,38,0,Amazonas
2014,39,1,Amazonas
2014,40,0,Amazonas
2014,41,0,Amazonas
2014,42,0,Amazonas
2014,43,0,Amazonas
2014,44,0,Amazonas
2014,45,0,Amazonas
2014,46,0,Amazonas
2014,47,0,Amazonas
2014,48,0,Amazonas
2014,49,0,Amazonas
2014,50,0,Amazonas
2014,51,0,Amazonas
2014,52,0,Amazonas
2014,53,0,Amazonas
2014,1,0,Roraima
2014,2,0,Roraima
2014,3,0,Roraima
2014,4,0,Roraima
2014,5,0,Roraima
2014,6,0,Roraima
2014,7,0,Roraima
2014,8,0,Roraima
2014,9,0,Roraima
2014,10,0,Roraima
2014,11,1,Roraima
2014,12,0,Roraima
2014,13,0,Roraima
2014,14,0,Roraima
2014,15,1,Roraima
2014,16,0,Roraima
2014,17,0,Roraima
2014,18,0,Roraima
2014,19,0,Roraima
2014,20,1,Roraima
2014,21,0,Roraima
2014,22,3,Roraima
2014,23,3,Roraima
2014,24,1,Roraima
2014,25,1,Roraima
2014,26,0,Roraima
2014,27,0,Roraima
2014,28,1,Roraima
2014,29,1,Roraima
2014,30,3,Roraima
2014,31,0,Roraima
2014,32,0,Roraima
2014,33,0,Roraima
2014,34,1,Roraima
2014,35,4,Roraima
2014,36,1,Roraima
2014,37,2,Roraima
2014,38,0,Roraima
2014,39,4,Roraima
2014,40,2,Roraima
2014,41,0,Roraima
2014,42,0,Roraima
2014,43,0,Roraima
2014,44,0,Roraima
2014,45,0,Roraima
2014,46,1,Roraima
2014,47,3,Roraima
2014,48,0,Roraima
2014,49,0,Roraima
2014,50,3,Roraima
2014,51,0,Roraima
2014,52,0,Roraima
2014,53,0,Roraima
2014,1,2,Pará
2014,2,0,Pará
2014,3,1,Pará
2014,4,4,Pará
2014,5,1,Pará
2014,6,1,Pará
2014,7,6,Pará
2014,8,4,Pará
2014,9,3,Pará
2014,10,2,Pará
2014,11,7,Pará
2014,12,3,Pará
2014,13,7,Pará
2014,14,7,Pará
2014,15,15,Pará
2014,16,7,Pará
2014,17,11,Pará
2014,18,8,Pará
2014,19,13,Pará
2014,20,6,Pará
2014,21,5,Pará
2014,22,9,Pará
2014,23,8,Pará
2014,24,3,Pará
2014,25,1,Pará
2014,26,3,Pará
2014,27,5,Pará
2014,28,1,Pará
2014,29,2,Pará
2014,30,2,Pará
2014,31,2,Pará
2014,32,1,Pará
2014,33,1,Pará
2014,34,3,Pará
2014,35,1,Pará
2014,36,0,Pará
2014,37,0,Pará
2014,38,0,Pará
2014,39,0,Pará
2014,40,0,Pará
2014,41,2,Pará
2014,42,2,Pará
2014,43,1,Pará
2014,44,0,Pará
2014,45,0,Pará
2014,46,1,Pará
2014,47,0,Pará
2014,48,0,Pará
2014,49,0,Pará
2014,50,2,Pará
2014,51,1,Pará
2014,52,2,Pará
2014,53,0,Pará
2014,1,0,Amapá
2014,2,0,Amapá
2014,3,0,Amapá
2014,4,0,Amapá
2014,5,0,Amapá
2014,6,0,Amapá
2014,7,0,Amapá
2014,8,0,Amapá
2014,9,0,Amapá
2014,10,0,Amapá
2014,11,0,Amapá
2014,12,0,Amapá
2014,13,0,Amapá
2014,14,0,Amapá
2014,15,0,Amapá
2014,16,0,Amapá
2014,17,0,Amapá
2014,18,0,Amapá
2014,19,0,Amapá
2014,20,0,Amapá
2014,21,0,Amapá
2014,22,0,Amapá
2014,23,0,Amapá
2014,24,0,Amapá
2014,25,0,Amapá
2014,26,0,Amapá
2014,27,0,Amapá
2014,28,0,Amapá
2014,29,0,Amapá
2014,30,0,Amapá
2014,31,0,Amapá
2014,32,0,Amapá
2014,33,0,Amapá
2014,34,0,Amapá
2014,35,0,Amapá
2014,36,0,Amapá
2014,37,0,Amapá
2014,38,0,Amapá
2014,39,0,Amapá
2014,40,0,Amapá
2014,41,0,Amapá
2014,42,0,Amapá
2014,43,0,Amapá
2014,44,0,Amapá
2014,45,0,Amapá
2014,46,0,Amapá
2014,47,0,Amapá
2014,48,0,Amapá
2014,49,0,Amapá
2014,50,0,Amapá
2014,51,0,Amapá
2014,52,0,Amapá
2014,53,0,Amapá
2014,1,0,Tocantins
2014,2,1,Tocantins
2014,3,0,Tocantins
2014,4,0,Tocantins
2014,5,0,Tocantins
2014,6,0,Tocantins
2014,7,0,Tocantins
2014,8,1,Tocantins
2014,9,0,Tocantins
2014,10,1,Tocantins
2014,11,1,Tocantins
2014,12,1,Tocantins
2014,13,2,Tocantins
2014,14,1,Tocantins
2014,15,2,Tocantins
2014,16,0,Tocantins
2014,17,0,Tocantins
2014,18,0,Tocantins
2014,19,2,Tocantins
2014,20,2,Tocantins
2014,21,2,Tocantins
2014,22,3,Tocantins
2014,23,4,Tocantins
2014,24,3,Tocantins
2014,25,1,Tocantins
2014,26,2,Tocantins
2014,27,0,Tocantins
2014,28,0,Tocantins
2014,29,2,Tocantins
2014,30,1,Tocantins
2014,31,2,Tocantins
2014,32,2,Tocantins
2014,33,0,Tocantins
2014,34,1,Tocantins
2014,35,0,Tocantins
2014,36,0,Tocantins
2014,37,0,Tocantins
2014,38,1,Tocantins
2014,39,0,Tocantins
2014,40,0,Tocantins
2014,41,0,Tocantins
2014,42,0,Tocantins
2014,43,0,Tocantins
2014,44,0,Tocantins
2014,45,1,Tocantins
2014,46,0,Tocantins
2014,47,0,Tocantins
2014,48,0,Tocantins
2014,49,0,Tocantins
2014,50,0,Tocantins
2014,51,0,Tocantins
2014,52,0,Tocantins
2014,53,0,Tocantins
2014,1,0,Maranhão
2014,2,0,Maranhão
2014,3,0,Maranhão
2014,4,0,Maranhão
2014,5,0,Maranhão
2014,6,1,Maranhão
2014,7,1,Maranhão
2014,8,0,Maranhão
2014,9,1,Maranhão
2014,10,1,Maranhão
2014,11,0,Maranhão
2014,12,1,Maranhão
2014,13,1,Maranhão
2014,14,4,Maranhão
2014,15,4,Maranhão
2014,16,1,Maranhão
2014,17,2,Maranhão
2014,18,8,Maranhão
2014,19,5,Maranhão
2014,20,1,Maranhão
2014,21,4,Maranhão
2014,22,1,Maranhão
2014,23,0,Maranhão
2014,24,0,Maranhão
2014,25,0,Maranhão
2014,26,0,Maranhão
2014,27,0,Maranhão
2014,28,0,Maranhão
2014,29,0,Maranhão
2014,30,0,Maranhão
2014,31,0,Maranhão
2014,32,0,Maranhão
2014,33,0,Maranhão
2014,34,0,Maranhão
2014,35,0,Maranhão
2014,36,0,Maranhão
2014,37,0,Maranhão
2014,38,0,Maranhão
2014,39,0,Maranhão
2014,40,0,Maranhão
2014,41,0,Maranhão
2014,42,0,Maranhão
2014,43,0,Maranhão
2014,44,0,Maranhão
2014,45,1,Maranhão
2014,46,0,Maranhão
2014,47,1,Maranhão
2014,48,0,Maranhão
2014,49,0,Maranhão
2014,50,0,Maranhão
2014,51,0,Maranhão
2014,52,0,Maranhão
2014,53,0,Maranhão
2014,1,0,Piauí
2014,2,4,Piauí
2014,3,3,Piauí
2014,4,2,Piauí
2014,5,4,Piauí
2014,6,3,Piauí
2014,7,2,Piauí
2014,8,7,Piauí
2014,9,1,Piauí
2014,10,0,Piauí
2014,11,1,Piauí
2014,12,2,Piauí
2014,13,4,Piauí
2014,14,4,Piauí
2014,15,2,Piauí
2014,16,3,Piauí
2014,17,2,Piauí
2014,18,7,Piauí
2014,19,6,Piauí
2014,20,2,Piauí
2014,21,7,Piauí
2014,22,4,Piauí
2014,23,2,Piauí
2014,24,0,Piauí
2014,25,3,Piauí
2014,26,0,Piauí
2014,27,0,Piauí
2014,28,0,Piauí
2014,29,1,Piauí
2014,30,1,Piauí
2014,31,0,Piauí
2014,32,1,Piauí
2014,33,1,Piauí
2014,34,0,Piauí
2014,35,2,Piauí
2014,36,0,Piauí
2014,37,0,Piauí
2014,38,0,Piauí
2014,39,0,Piauí
2014,40,0,Piauí
2014,41,0,Piauí
2014,42,1,Piauí
2014,43,3,Piauí
2014,44,1,Piauí
2014,45,0,Piauí
2014,46,0,Piauí
2014,47,0,Piauí
2014,48,0,Piauí
2014,49,0,Piauí
2014,50,0,Piauí
2014,51,0,Piauí
2014,52,0,Piauí
2014,53,0,Piauí
2014,1,1,Ceará
2014,2,3,Ceará
2014,3,2,Ceará
2014,4,1,Ceará
2014,5,1,Ceará
2014,6,0,Ceará
2014,7,2,Ceará
2014,8,0,Ceará
2014,9,1,Ceará
2014,10,2,Ceará
2014,11,0,Ceará
2014,12,1,Ceará
2014,13,5,Ceará
